time_min,height_fraction,nmp_state,lock_fraction,stress_mpa,modulus_mpa
2.5,0.40163934,0.8868084,0.0026538789,2.5714029e-06,0.024098767
2.5,0.41803279,0.88450987,0.0027925681,2.6343005e-06,0.024424226
2.5,0.43442623,0.88210122,0.0029456623,2.7041273e-06,0.024792985
2.5,0.45081967,0.87957998,0.0031148831,2.781929e-06,0.025211878
2.5,0.46721311,0.87694349,0.0033022107,2.8689639e-06,0.025689038
2.5,0.48360656,0.87418896,0.0035099287,2.9667536e-06,0.026234176
2.5,0.5,0.87131334,0.0037406774,3.0771461e-06,0.02685894
2.5,0.51639344,0.86831342,0.0039975183,3.2023966e-06,0.02757735
2.5,0.53278689,0.86518575,0.0042840117,3.3452715e-06,0.028406353
2.5,0.54918033,0.86192663,0.004604311,3.509182e-06,0.029366527
2.5,0.56557377,0.85853211,0.0049632767,3.6983589e-06,0.03048297
2.5,0.58196721,0.85499795,0.0053666166,3.9180809e-06,0.031786435
2.5,0.59836066,0.85131959,0.0058210567,4.1749753e-06,0.033314792
2.5,0.6147541,0.84749217,0.0063345519,4.4774195e-06,0.035114907
2.5,0.63114754,0.84351042,0.006916546,4.8360776e-06,0.037245093
2.5,0.64754098,0.83936869,0.0075782953,5.2646284e-06,0.039778298
2.5,0.66393443,0.8350609,0.0083332706,5.7807587e-06,0.042806301
2.5,0.68032787,0.83058046,0.0091976619,6.4075346e-06,0.046445257
2.5,0.69672131,0.82592026,0.010191013,7.1753157e-06,0.050843073
2.5,0.71311475,0.8210726,0.011337021,8.1244568e-06,0.056189291
2.5,0.7295082,0.8160291,0.01266456,9.3091708e-06,0.062728415
2.5,0.74590164,0.81078069,0.014208971,1.0803128e-05,0.070777999
2.5,0.76229508,0.80531743,0.016013735,1.2707689e-05,0.080753401
2.5,0.77868852,0.7996285,0.018132609,1.5164211e-05,0.093201851
2.5,0.79508197,0.79370201,0.020632395,1.8372749e-05,0.10884973
2.5,0.81147541,0.78752492,0.023596533,2.262103e-05,0.12866856
2.5,0.82786885,0.78108286,0.027129767,2.8330232e-05,0.15396789
2.5,0.8442623,0.77435992,0.031364234,3.6128949e-05,0.18652662
2.5,0.86065574,0.76733845,0.036467391,4.6975508e-05,0.22877989
2.5,0.87704918,0.7599988,0.04265234,6.2365475e-05,0.28408633
2.5,0.89344262,0.75231897,0.050191175,8.4693268e-05,0.35711081
2.5,0.90983607,0.74427423,0.059432089,0.00011790042,0.4543733
2.5,0.92622951,0.73583666,0.070820857,0.00016867187,0.58503246
2.5,0.94262295,0.72697454,0.084926987,0.00024870746,0.76199367
2.5,0.95901639,0.71765161,0.10247373,0.00037914919,1.0034459
2.5,0.97540984,0.70782619,0.12436885,0.00059938737,1.3349192
2.5,0.99180328,0.69744995,0.15172825,0.00098473835,1.7918677
3,0.0081967213,0.88986781,0.0024798793,2.3295512e-06,0.02370235
3,0.024590164,0.88978097,0.0024846574,2.3314812e-06,0.023713055
3,0.040983607,0.88960724,0.0024942449,2.3353545e-06,0.023734567
3,0.057377049,0.88934645,0.0025087051,2.3411976e-06,0.02376709
3,0.073770492,0.88899842,0.0025281337,2.3490512e-06,0.023810936
3,0.090163934,0.88856284,0.0025526605,2.3589706e-06,0.023866528
3,0.10655738,0.88803939,0.0025824503,2.3710268e-06,0.02393441
3,0.12295082,0.88742762,0.0026177057,2.3853081e-06,0.024015252
3,0.13934426,0.88672703,0.0026586691,2.4019218e-06,0.02410987
3,0.1557377,0.88593706,0.0027056265,2.4209963e-06,0.024219232
3,0.17213115,0.88505705,0.0027589104,2.4426835e-06,0.024344482
3,0.18852459,0.88408627,0.0028189053,2.4671628e-06,0.024486962
3,0.20491803,0.8830239,0.0028860521,2.494644e-06,0.024648233
3,0.22131148,0.88186904,0.0029608547,2.5253729e-06,0.024830113
